question_id,mu,sigma,se_before,se_after_samples,se_mean,se_std,delta_se,mean_noise,correctness,correctness_bool,se_after_len
sfq_20420--125/125_1922602.txt#0_1,2,0.5,-2.22E-16,"[-4.440892098500627e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, 2.2204460492503128e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -0.0, 3.330669073875469e-16, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -6.661338147750941e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, 4.4408920985006257e-16, 4.4408920985006257e-16, -6.661338147750941e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, -0.0, -0.0, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -6.661338147750941e-16, -2.220446049250313e-16, -6.661338147750941e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -6.661338147750941e-16, -0.0, 1.1102230246251565e-16, -0.0, 1.1102230246251565e-16, -0.0, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -0.0, 1.1102230246251565e-16, -2.220446049250313e-16, -2.220446049250313e-16, 3.330669073875469e-16, -4.440892098500627e-16]",-1.63E-16,2.77E-16,5.88E-17,1.984398332,1,TRUE,100
sfq_20420--125/125_1922602.txt#0_1,2,1,-2.22E-16,"[-2.220446049250313e-16, -2.220446049250313e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -0.0, 2.2204460492503128e-16, -0.0, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -6.661338147750941e-16, -2.220446049250313e-16, -0.0, -6.661338147750941e-16, -0.0, 2.2204460492503128e-16, -0.0, -2.220446049250313e-16, -6.661338147750941e-16, -0.0, -4.440892098500627e-16, 2.2204460492503128e-16, -0.0, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, 3.330669073875469e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, 2.2204460492503128e-16, 2.2204460492503128e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -4.440892098500627e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -2.220446049250313e-16, -6.661338147750941e-16, -0.0, -0.0, 1.1102230246251565e-16, -6.661338147750941e-16, -2.220446049250313e-16, -6.661338147750941e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -0.0, 1.1102230246251565e-16, 1.1102230246251565e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -6.661338147750941e-16, -0.0, 2.2204460492503128e-16, -2.220446049250313e-16, -4.440892098500627e-16, -2.220446049250313e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, 5.551115123125782e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16]",-1.38E-16,2.78E-16,8.44E-17,2.049205313,1,TRUE,100
sfq_20420--125/125_1922602.txt#0_1,2,2,-2.22E-16,"[-4.440892098500627e-16, -4.440892098500627e-16, -0.0, -2.220446049250313e-16, 1.1102230246251565e-16, -4.440892098500627e-16, -4.440892098500627e-16, 3.330669073875469e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, -2.220446049250313e-16, -0.0, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, 3.330669073875469e-16, -0.0, -6.661338147750941e-16, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, -4.440892098500627e-16, 2.2204460492503128e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -2.220446049250313e-16, 4.4408920985006257e-16, -0.0, -4.440892098500627e-16, -6.661338147750941e-16, -4.440892098500627e-16, -0.0, -4.440892098500627e-16, -4.440892098500627e-16, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, 1.1102230246251565e-16, 3.330669073875469e-16, 1.1102230246251565e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -2.220446049250313e-16, -8.881784197001256e-16, -6.661338147750941e-16, -2.220446049250313e-16, -2.220446049250313e-16, -0.0, -2.220446049250313e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -4.440892098500627e-16, 1.1102230246251565e-16, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, -2.220446049250313e-16, -6.661338147750941e-16, 2.2204460492503128e-16, 1.1102230246251565e-16, -0.0, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16, -4.440892098500627e-16, -0.0, -0.0, -4.440892098500627e-16, -2.220446049250313e-16, 2.2204460492503128e-16, -0.0, 1.1102230246251565e-16, 2.2204460492503128e-16, -2.220446049250313e-16, -0.0, -0.0, -6.661338147750941e-16, -2.220446049250313e-16, -0.0, -0.0, -6.661338147750941e-16, -2.220446049250313e-16, -4.440892098500627e-16, 2.2204460492503128e-16]",-1.73E-16,2.87E-16,4.88E-17,1.96809649,1,TRUE,100
bt_4479--28/28_2447641.txt#0,0,0.5,1.626235634,"[1.617554047411614, 1.5844672412574838, 1.5042005912646772, 1.6223701573869895, 1.6042018207286133, 1.5471412916974936, 1.5615115930962364, 1.6274175170160619, 1.6598174461051067, 1.5810687583025493, 1.6243365896835684, 1.7040301432789426, 1.6051415025604863, 1.660171786607316, 1.6345289191914159, 1.5823604152316493, 1.5791985339936943, 1.625257704073812, 1.5876709611847506, 1.5537729140436278, 1.6568315615512683, 1.6289055814653126, 1.6491674901654243, 1.615527114801914, 1.6565021059649008, 1.6014110085571063, 1.643521924650194, 1.619761262602402, 1.6572701797625484, 1.5536108267714288, 1.5047610978260761, 1.6449034820934145, 1.6094100795418496, 1.622615003633765, 1.5603649274997888, 1.608485994609406, 1.634176045659277, 1.571331503123566, 1.6396625417933761, 1.6186726804531593, 1.6958462551609523, 1.6302245742929373, 1.587436030443186, 1.5590882916589472, 1.6069182733768925, 1.6372908179988204, 1.7071737531848328, 1.643506582161168, 1.612359259870784, 1.665815425577372, 1.6168624069156348, 1.6589779789769683, 1.6045398440916399, 1.6216578999122016, 1.6241726753588466, 1.6612455857911756, 1.5878384193146053, 1.676340154786437, 1.5864071995503852, 1.6826683762456418, 1.6252278761642973, 1.6633518469355222, 1.643225004200748, 1.6240487910584964, 1.5382056406351243, 1.606202285381654, 1.5862140676000258, 1.6368948517044801, 1.6100998006716472, 1.6543415805113737, 1.6535203398657219, 1.6258659865665364, 1.6223221328017297, 1.5270000391177017, 1.6162201891097934, 1.6634131399262841, 1.6548012000857377, 1.5441252279477102, 1.5884294659253875, 1.6330248558424918, 1.5999098431154937, 1.6148641814538993, 1.6183909449878267, 1.70257899268931, 1.668807141610762, 1.6180186743312435, 1.6751867046515767, 1.6383239797143516, 1.6641049699180186, 1.6041814000288388, 1.6274011629907112, 1.6146011288520052, 1.5791709213389564, 1.6438628504323938, 1.6434129366367758, 1.6389280201758454, 1.587950055280789, 1.6920007495713627, 1.6174304184689139, 1.537785415447945]",1.61932927,0.041582829,-0.006906365,-0.01058683,0,FALSE,100
bt_4479--28/28_2447641.txt#0,0,1,1.626235634,"[1.6198319215222257, 1.6432859706150744, 1.631431477365691, 1.7095419958052556, 1.6110667837356631, 1.593741090579564, 1.5124573108132653, 1.7161719529709978, 1.5592131277759478, 1.7057082011040439, 1.5074301281070404, 1.4555398571997122, 1.678342803849004, 1.5240265104057922, 1.5457135407749152, 1.599708307971533, 1.6796599172790991, 1.6268555542099628, 1.509795686521783, 1.677886012097183, 1.5322636048330234, 1.5209031234269101, 1.43637278193275, 1.5436898480427677, 1.611874637755335, 1.5081502286821087, 1.5350159334050852, 1.6452939865000102, 1.6613016245180676, 1.5577523897138525, 1.5391582748044037, 1.6172832152026149, 1.5451294842794363, 1.624967675480089, 1.548329426729147, 1.6646137514589645, 1.6124727952469073, 1.5514891444498775, 1.4430811138145443, 1.5419078744141141, 1.622100280220827, 1.5263898006668557, 1.5239053674996224, 1.659815730358501, 1.6119051281018808, 1.5940427080558082, 1.4510460076562364, 1.6627414419795064, 1.6431028749529064, 1.6593933926347466, 1.5882496628547549, 1.4709119785183489, 1.490542917083982, 1.506245375150979, 1.4309494652938988, 1.5728092747907856, 1.3671981742560448, 1.5270178089421174, 1.6219335958778003, 1.5237908211691975, 1.551909336397803, 1.6171042976060825, 1.4508004628046753, 1.5689724779591128, 1.3388043617040355, 1.5889229552235058, 1.5284443241523729, 1.7117605142802508, 1.5237826270148729, 1.5384786342313759, 1.5201270580512651, 1.6101902160604793, 1.5468700885472257, 1.6578608354905882, 1.622668066982555, 1.658437615731009, 1.5408266585512296, 1.6417108378158582, 1.599245712304638, 1.6936378712007578, 1.6345401784357179, 1.477696815610242, 1.5482684563307456, 1.6666460038521629, 1.6933616512878442, 1.5237768329260586, 1.7343619946662792, 1.6780330314586853, 1.6245587336845049, 1.556387931302241, 1.335270050139826, 1.4714575238919458, 1.5262055896485904, 1.6083538222517102, 1.5708580629713942, 1.4599490856400255, 1.4026993445111184, 1.4252023829152973, 1.7323594469009804, 1.6091105899099942]",1.571922034,0.085910251,-0.054313601,-0.003569975,0,FALSE,100
bt_4479--28/28_2447641.txt#0,0,2,1.626235634,"[1.2721818557886495, 1.3399903840289833, 1.3372172749838769, 1.2460136242192261, 1.6646203491901217, 1.599693581274894, 1.1240187668808983, 1.516031898178299, 0.9225394213081124, 1.5746392517783105, 1.2529163879017893, 1.1848661859142933, 1.465326453122554, 1.3413498079937334, 1.389461950119005, 1.4590760486020724, 1.6834208588476884, 1.4047173967855247, 1.0950056703294206, 1.200717460633504, 1.4123125180312113, 1.182228366100964, 1.229929402438727, 1.3687623174088879, 1.6129765536230438, 1.5842001200474534, 0.31794299958771033, 1.5481932437731383, 1.49653331659886, 1.1528037109212077, 1.613870936605865, 1.5967798618678364, 1.4466145514372175, 1.4878743234971363, 0.5958722086672453, 1.6671672775642346, 1.445451627460551, 1.1082513354293788, 1.3561071353910537, 1.2333756885850065, 1.2469285633453655, 0.7714392064113414, 1.5008747489312324, 1.3975892069813203, 1.6598967597977066, 1.3843115706356586, 1.3455067044594329, 1.359546183376118, 1.6640255898476322, 1.3930781487730124, 1.3629115869823272, 1.365051077967512, 1.3083122240579923, 1.4884999176586375, 1.3727150818282052, 1.7812982411275178, 1.2619176950927462, 1.2228918443235588, 1.6515491386891963, 1.5457867240067804, 1.5176709286251286, 1.091826026610852, 1.4933277209480365, 1.7450410595887416, 1.5411969579804417, 1.3924813151948245, 1.4600980457446209, 1.5720291734704541, 1.039759869505349, 1.6132231791932734, 1.4988983735040842, 1.4317851936527624, 1.388465982802218, 0.9467317750707356, 1.589303852109934, 1.4403750048153432, 1.6053628634561246, 1.5699093987587247, 1.1605504234211814, 1.7288164558233508, 1.3939916203329454, 1.489276054755877, 1.467843540307323, 1.030367361723348, 1.6165354126106162, 1.5137592293518067, 1.647178790696719, 1.6068064888978175, 1.2555805345833628, 1.444369759911281, 1.3565698182571833, 1.5830305305332286, 1.641688502289741, 1.3949347909776775, 1.3608843284083507, 1.2276120534617374, 1.3651573221995812, 1.4103746473787935, 1.4804126781356324, 1.5001607864086903]",1.392285702,0.233366186,-0.233949932,0.008917465,0,FALSE,100
bt_4479--28/28_2447641.txt#0,0.5,0.5,1.626235634,"[1.597662883021305, 1.6443306873106416, 1.5652903407797023, 1.623331937486782, 1.6755815514254548, 1.6610217531231555, 1.6125845224880793, 1.6065438593401835, 1.5825837594896286, 1.5627709374384413, 1.6258280248077948, 1.6162247421659672, 1.5224424499462865, 1.5117258190842016, 1.6022838764324845, 1.6211631414429104, 1.6128070094560893, 1.6842511362885584, 1.6536117307906846, 1.6136739973785859, 1.6262259679322242, 1.6072055408605814, 1.5923261118611638, 1.6333692486205762, 1.5828054836070733, 1.5890864200246833, 1.6082346169947204, 1.5522092798643905, 1.5995892144741943, 1.6047753552708224, 1.6471740494819758, 1.6020853291028951, 1.5641669257584807, 1.5732335913020958, 1.5846876152826084, 1.6094190001517938, 1.6526480759174245, 1.6507283152964654, 1.6304433262700933, 1.6599118183761594, 1.5787753323034146, 1.5579545876975096, 1.596214831978723, 1.5831196287810105, 1.68921284672092, 1.6162067473368695, 1.542232186759592, 1.5638020676976472, 1.6424907986105235, 1.6622459576895983, 1.586971867210021, 1.5458877700419908, 1.6322179017544292, 1.623879175029051, 1.6539302664006519, 1.5717066952412884, 1.585120867074553, 1.6460137091612064, 1.58815416997506, 1.6158254454731118, 1.502608821130379, 1.5438261291868196, 1.6318913914134079, 1.6069815763891497, 1.563476923058656, 1.573318655930443, 1.6450381529488924, 1.5518552564785197, 1.5808644767671798, 1.6055725928554305, 1.6355677751384579, 1.5588682232464488, 1.5915649417992677, 1.5578119676456876, 1.665011216309032, 1.6506907485793878, 1.5324630642704058, 1.573283740326382, 1.4904014597352884, 1.5742826585698262, 1.627181718909025, 1.5945311902459611, 1.5178117719640207, 1.6533934164118766, 1.591132919748203, 1.6325874356547785, 1.6744456403706383, 1.5621413140610707, 1.558168695479589, 1.5984649736229035, 1.6356539440201847, 1.568635771454303, 1.5925919927013108, 1.5843349561346394, 1.591263267020534, 1.5983224674677698, 1.5541838213113457, 1.6381030504185476, 1.6240573713223692, 1.6571718474361523]",1.601375596,0.04147559,-0.024860038,0.490919776,0,FALSE,100
bt_4479--28/28_2447641.txt#0,0.5,1,1.626235634,"[1.6358180605879111, 1.634370821657554, 1.7118097711967142, 1.4291226173597233, 1.5622450166371542, 1.5888704601134356, 1.7383688483776025, 1.548629929472381, 1.4712958897276005, 1.5410008238052637, 1.6380018754867798, 1.4824021296689462, 1.5461231906018955, 1.6591460002825325, 1.6232798468116731, 1.4219798844956042, 1.7200043063462465, 1.5569499307205792, 1.6513253365978644, 1.4311140351546572, 1.4313808711005087, 1.584190613088807, 1.5941429609216509, 1.5583877702828304, 1.6400850265456342, 1.5889705647475074, 1.449394899367685, 1.4939064925469279, 1.4358912416041616, 1.543790270731066, 1.6429049256238182, 1.7332551529003393, 1.5448319571950537, 1.5652008886469027, 1.4824292928553848, 1.630632310725095, 1.5555041242537275, 1.4307209394045413, 1.6635348156342833, 1.4370766725532986, 1.4560422287100763, 1.6486910859802262, 1.4545399090660884, 1.4947218065805181, 1.4769809957127968, 1.6182212305225403, 1.6514475413960628, 1.6476086952467803, 1.5822409140529876, 1.6251436731117999, 1.6115565926589985, 1.5685054091154849, 1.5733915099028244, 1.6113228264177748, 1.476141571427638, 1.7189337871013621, 1.507218193523233, 1.6109969564433622, 1.4054724454948824, 1.648787557594627, 1.4511879649277872, 1.748298325804583, 1.5038015530991906, 1.4943155003969666, 1.608935040740039, 1.5985341082593205, 1.4424754434277454, 1.5778110776804781, 1.4798345926559802, 1.6747228403686703, 1.6228854303299451, 1.7196815526691847, 1.6353088751862583, 1.4741475438937217, 1.60355758696852, 1.6679168941515283, 1.6007547633683479, 1.6089417791403804, 1.659714285167983, 1.5731373407180997, 1.599327441751889, 1.6897826571296932, 1.6722112637870863, 1.5401338615951365, 1.3610385882214948, 1.8127884557842173, 1.4727341077321714, 1.4484016622590814, 1.4865120139724322, 1.7389900092336326, 1.5724295682041085, 1.4905804428981995, 1.675982428408035, 1.7891828649019526, 1.393287789530373, 1.532492889141361, 1.5556244155274972, 1.662468648658966, 1.5895968944403378, 1.5233916394599585]",1.573389756,0.096233981,-0.052845878,0.47837943,0,FALSE,100
bt_4479--28/28_2447641.txt#0,0.5,2,1.626235634,"[1.6842296927387659, 1.5043068435513114, 1.3624120206196213, 1.6807410040794712, 1.0761112975099998, 1.5249196268428007, 1.2990154146978437, 1.1878004172606813, 1.5043338022087693, 1.6280156879892747, 1.216956157098304, 1.3465233912670866, 1.6262328491962141, 1.4622399193107647, 1.4392770893450662, 1.0641741311288795, 1.258707094652215, 1.443042264170582, 1.3642480840732054, 1.4376881288890915, 1.6576957348140682, 1.5421712637290916, 1.2131909926338782, 1.3965025290148052, 1.3895253363028146, 1.5215798397157725, 1.4150626603091574, 1.731329149995009, 1.2728870848899374, 1.2929908694027683, 1.4210975349100805, 1.4330058527496208, 1.3732368745381431, 1.4745836781471233, 1.3896430899848775, 1.5139762022456082, 1.3720374119293037, 1.4330734416547972, 1.5514609822552217, 1.4445964507633064, 1.5113408297833362, 1.2898450422674288, 1.579318187056629, 1.5557633559855797, 1.2991084850692927, 1.7031265763976255, 1.186679391105588, 1.4041855693479233, 1.3505396042268436, 1.6606003023052947, 1.3392623253367726, 1.3652230095138305, 1.4667941438143703, 1.287148098933759, 1.5103495196490437, 1.139004353132544, 1.5704464785057919, 1.2824812466647773, 0.9940744840044502, 1.3531341016227045, 1.4378256704401324, 1.6074140008436573, 1.163844817404393, 1.4171228180373823, 1.3833326289236312, 1.587995546108537, 1.2459396783737797, 1.5222755534597654, 1.4502202101516133, 1.3014314068916444, 1.5339711141889043, 1.4027713027377924, 1.4440535063066215, 1.5065257165599433, 1.4842269985978567, 1.2902188272958506, 1.5588447381836448, 1.1058347464264013, 1.4946222222214027, 1.5114301104204249, 1.3555088174371663, 1.1276788104057311, 1.3673761374328697, 0.8449213325723726, 0.9368222864477314, 1.4030177062728026, 1.2682637221286344, 1.4584835345463523, 1.4087491328854003, 1.509479828000506, 1.2206580217111394, 1.4759538026895764, 1.5155677154310545, 1.681198789162531, 1.6741845311777028, 1.3689088883938734, 1.0788422643003706, 1.606464375753624, 1.4427730747003202, 1.4134708876229591]",1.404072723,0.17115902,-0.222162911,0.50373225,0,FALSE,100
bt_4479--28/28_2447641.txt#0,1,0.5,1.626235634,"[1.6848968163777975, 1.6141582840350102, 1.5111359708346586, 1.5918718782074717, 1.678210225586536, 1.6023495650107993, 1.5434957758684855, 1.578338135754101, 1.618713507226312, 1.6149754531558753, 1.6276346565330502, 1.5727693276874999, 1.5975898431903977, 1.6487804429258928, 1.5430496881451101, 1.5562196475049253, 1.5796016333927447, 1.5802846482013244, 1.6221907584415027, 1.6442880822673835, 1.6138982397776027, 1.6647790836643128, 1.5402741300308804, 1.5707482094681444, 1.5944949086628746, 1.6609037215287321, 1.6342977496391877, 1.5738290153749654, 1.6096832597110744, 1.6313790627873375, 1.523086074011418, 1.6398488682959242, 1.6501454364419472, 1.712866786794612, 1.5905233251127298, 1.6042572230592462, 1.6801599320329204, 1.660202859616254, 1.651611630936123, 1.6103215299051816, 1.6486046089010644, 1.6192815447114801, 1.5722605808121424, 1.5989681958355615, 1.5874414948017184, 1.6104264540255193, 1.6410479042377963, 1.5482233685323512, 1.525921803476262, 1.590024626102039, 1.6625756077984901, 1.6352312472727417, 1.5747595482756698, 1.5100161890881216, 1.562988441119825, 1.6958322057700654, 1.592519172427349, 1.6524560387306175, 1.618790093790096, 1.6476828238409476, 1.693769235850528, 1.5614902855374233, 1.6086203957090435, 1.6207274031907861, 1.615876634855025, 1.6088106551050063, 1.4280206243787226, 1.5712559102137948, 1.6060728858783453, 1.593808291210872, 1.601800748274875, 1.5861339121922873, 1.6148324302224977, 1.6351127354073864, 1.6166026541728216, 1.6225204528185662, 1.551376132817371, 1.5100706427806512, 1.5434713723860698, 1.5610200507926217, 1.6078148905373086, 1.600578237060688, 1.5373660337325457, 1.6076422081195005, 1.5982408897102884, 1.6556816107695171, 1.6449031138872416, 1.6105457788849815, 1.608453110498511, 1.6201020846416219, 1.6615727146324537, 1.5364120110630313, 1.6697715019445674, 1.487281566299607, 1.6594837200627959, 1.5627454551131452, 1.6550571071652531, 1.6107492845241789, 1.5603510715589752, 1.620008361512158]",1.603890715,0.04854827,-0.022344919,1.014592861,0,FALSE,100
bt_4479--28/28_2447641.txt#0,1,1,1.626235634,"[1.5959615012138852, 1.4765221625058536, 1.6609931202766965, 1.6020161785462457, 1.62882766169438, 1.5915630090006656, 1.5334158030841034, 1.6919975984928741, 1.458950957273182, 1.6595438131356257, 1.6166462236347698, 1.61681691591218, 1.657631297791786, 1.4970225558647883, 1.5829287827002092, 1.5298377198359159, 1.5903416749624903, 1.462217591671257, 1.442472223519645, 1.7400234038789617, 1.587217771261412, 1.4095034159861952, 1.4957067777166313, 1.4818009902197642, 1.5679089429436264, 1.5522765189326173, 1.5691239501389354, 1.4909398536951417, 1.6334740804393852, 1.390753363691617, 1.462941143417627, 1.6362652010100645, 1.506910529448822, 1.6007107517808292, 1.6036744837787527, 1.561846206871431, 1.5708834892684935, 1.6056750071359172, 1.6898992812158444, 1.5071411599232665, 1.5874812863939587, 1.479993548667633, 1.5495488606076926, 1.4973618713708323, 1.696072524273637, 1.57510113021736, 1.5859305779250783, 1.7064956850205755, 1.5295026555885618, 1.576271313771191, 1.6987670226230216, 1.5973859159069947, 1.5607265452503511, 1.6149646621450282, 1.603762424352562, 1.548706071064967, 1.6384368317710685, 1.6191304939909728, 1.5339068016332393, 1.5331325801021158, 1.6524353513550811, 1.4150790508630553, 1.4524725445263913, 1.5507637266520962, 1.5890908782629092, 1.7057288557924033, 1.468198490499741, 1.6870090755000804, 1.6360377625807978, 1.5537177116764065, 1.6351028120131317, 1.5480512371139534, 1.5803046712063378, 1.5838804014340973, 1.5643300518128906, 1.5300210889862476, 1.3757416284863972, 1.690528921237612, 1.5195665110210135, 1.5500400706303723, 1.595064478261562, 1.5351993688513268, 1.6324343668173174, 1.4221625361673456, 1.6250275522962307, 1.6344929490384275, 1.7604700976733922, 1.5938547228251396, 1.718885808099092, 1.4807906869688634, 1.4490421530074058, 1.6298399292106072, 1.5772434828977575, 1.7167730623038477, 1.4747747495826973, 1.3649583448878282, 1.5924513033984302, 1.5354807837036781, 1.7027610071771064, 1.6095808535849452]",1.57232451,0.084138266,-0.053911124,1.004504504,0,FALSE,100
bt_4479--28/28_2447641.txt#0,1,2,1.626235634,"[1.3795639373837354, 1.337987535497042, 1.6044187519146726, 1.7370414677749384, 1.6572267042004252, 1.6316919196677122, 1.45009615590236, 1.4163672026667742, 1.6194240172155838, 1.758696680553025, 1.2061140543650999, 1.272491076600112, 0.8951697209719883, 1.2364356186122731, 1.1923782807607721, 1.8410646715731382, 1.4229296951066748, 1.331353951028165, 1.4630679201071306, 1.3512107711150263, 1.2900989282227067, 1.1702525641494501, 0.9579944114376826, 0.9899947464482803, 1.5837034250599773, 1.4770036252210716, 0.9243271433832831, 1.3935832180178174, 1.4013857583330611, 1.5202198895010568, 1.447651195881336, 1.2710065397522472, 1.5312061371382686, 1.1347754289727634, 1.400964148678435, 1.5148502965906019, 1.3503674953800917, 1.6199372145813393, 0.7601632390675883, 1.6002910784350206, 1.3319416840942235, 1.615416809680074, 1.5951525839521574, 1.4733153360825295, 1.5026355826833642, 1.2499618449609198, 1.4509207964357371, 1.605265045461084, 1.511544262996358, 1.2883936920342796, 1.38408849569485, 1.174032752385025, 1.50219215963277, 1.4593256997965818, 1.6107805532973214, 1.3543238786432759, 1.64489859815752, 0.9002216506610015, 1.5380380140258862, 1.6827055040114116, 1.7271366779509139, 1.4900732505285164, 1.3975370147759187, 0.6772611461881819, 1.5565059760565643, 0.861855928166757, 1.5734502539765685, 1.4730253785339598, 1.443530019968934, 1.2189681902446519, 1.363772277140395, 1.5458324519503208, 1.4736423572509856, 1.4987526159645823, 1.4323395467552815, 1.2893119613911292, 1.6161602166723663, 1.479817702178329, 1.274232079735076, 1.4859399024976665, 1.6501190089897437, 1.6552226857980261, 1.3566006839722549, 1.6366502610268194, 1.5766688631756085, 1.4359092091974963, 1.453689607956986, 1.5875814465408562, 1.5306179141521778, 1.3688072319853481, 1.4203353765719569, 1.519400440000213, 1.5752848245295095, 1.4745569662488518, 1.5660715210084168, 1.2214946077345727, 0.8645144577749617, 1.245489966507018, 1.4796334468289807, 1.6999178985233745]",1.412173729,0.223962979,-0.214061905,0.98314297,0,FALSE,100
bt_4479--28/28_2447641.txt#0,2,0.5,1.626235634,"[1.6256311805430728, 1.6446448362828388, 1.5674543061219968, 1.677436692007627, 1.593255313803658, 1.566855868452976, 1.6680951842178016, 1.5678547858605438, 1.550352227646107, 1.6434492609685722, 1.6887087169271393, 1.5895188409723957, 1.5578253032504585, 1.6654916126951689, 1.5494511696772575, 1.6112484346901674, 1.6475200949207174, 1.5810479145020286, 1.654392512343366, 1.625136262522878, 1.664672175863773, 1.626019371956341, 1.5779309244043471, 1.5316171333812882, 1.6145539638347022, 1.6051522016594155, 1.615494115229485, 1.6378323068240994, 1.6152798027945248, 1.5572631470159406, 1.609828902790501, 1.6049917404272767, 1.664342794732692, 1.582469386225279, 1.610566061158624, 1.621777725107603, 1.5981338289293707, 1.6485033045668407, 1.548448082441531, 1.612228664419729, 1.6476511133254155, 1.5991218039298924, 1.652618853185546, 1.6334591739297601, 1.6659030226657656, 1.5924662439964967, 1.6194351543715038, 1.6160304402883643, 1.5965170335640027, 1.5741131539653892, 1.590958961216834, 1.5710972657752038, 1.596421026318054, 1.5978914144938825, 1.6296980845513827, 1.6394131982609739, 1.6022736952936536, 1.6244893389718054, 1.6008138135420877, 1.4927128603374118, 1.6325971733220541, 1.6347020615372556, 1.5892818805496598, 1.5779493365848336, 1.518492880675014, 1.7002033250625745, 1.490622676806249, 1.67013553262083, 1.5477490460047072, 1.6021025523062955, 1.6875822600403676, 1.5896156196840985, 1.5900111939899197, 1.5747410065793472, 1.5996643667868349, 1.5564944656087076, 1.5496354545913753, 1.6576327250885636, 1.5904982638204483, 1.607908799129139, 1.5594298546976888, 1.6344160357197253, 1.572577383084534, 1.6382711364696338, 1.6010469913273406, 1.5741087413771329, 1.5660495906282494, 1.5730209891410523, 1.643491961071842, 1.583192511603261, 1.5973862365973754, 1.629742794380411, 1.577925049112948, 1.6392612797907857, 1.6427189173710826, 1.6226107780529382, 1.641466967852395, 1.6228140695092015, 1.6023356555510602, 1.693484012828095]",1.607485334,0.041410404,-0.0187503,1.998911004,0,FALSE,100
