question_id,mu,delta_se_variance,delta_se_mean_abs,delta_se_max_abs
qb_404--89/89_2634070.txt#0_2,0.5,0.005887039,0.07341496,0.160360022
qb_404--89/89_2634070.txt#0_2,1,0.004073483,0.050899895,0.123391503
qb_404--89/89_2634070.txt#0_2,2,0.004754409,0.065455108,0.143810675
qb_482--134/134_278266.txt#0_0,0,0.000176947,0.010099388,0.025293255
qb_482--134/134_278266.txt#0_0,0.5,0.000476581,0.014567625,0.031915807
qb_482--134/134_278266.txt#0_0,1,0.000260008,0.010271467,0.028755188
qb_482--134/134_278266.txt#0_0,2,0.000454686,0.013862675,0.035884606
qb_5053--95/95_407079.txt#0_0,0,2.26E-06,0.001773445,0.0034526
qb_5053--95/95_407079.txt#0_0,0.5,1.08E-06,0.000673875,0.001671735
qb_5053--95/95_407079.txt#0_0,1,6.49E-07,0.000501982,0.001370191
qb_5053--95/95_407079.txt#0_0,2,1.07E-06,0.00068538,0.001775957
qb_5499--156/156_419027.txt#0_0,0,0.006482106,0.075859867,0.166789864
qb_5499--156/156_419027.txt#0_0,0.5,0.007085982,0.075722627,0.170701783
qb_5499--156/156_419027.txt#0_0,1,0.010185286,0.091603566,0.20601679
qb_5499--156/156_419027.txt#0_0,2,0.007209257,0.083722406,0.178852212
qb_5539--18/18_3229.txt#0_0,0,0.010604874,0.09258306,0.208852653
qb_5539--18/18_3229.txt#0_0,0.5,0.010878634,0.087194266,0.206029717
qb_5539--18/18_3229.txt#0_0,1,0.011536356,0.093851037,0.215624957
qb_5539--18/18_3229.txt#0_0,2,0.012965576,0.098620414,0.227888636
qb_574--35/35_280986.txt#0_1,0,0.009556137,0.075821898,0.187547325
qb_574--35/35_280986.txt#0_1,0.5,0.006382109,0.072218007,0.162874968
qb_574--35/35_280986.txt#0_1,1,0.006119036,0.067233993,0.156167322
qb_574--35/35_280986.txt#0_1,2,0.008609925,0.086808574,0.191963808
qb_5952--33/33_419470.txt#0_1,0,1.73E-05,0.006630003,0.011056557
qb_5952--33/33_419470.txt#0_1,0.5,1.66E-05,0.007465261,0.010412286
qb_5952--33/33_419470.txt#0_1,1,0.000107249,0.015819619,0.027421651
qb_5952--33/33_419470.txt#0_1,2,1.99E-05,0.003727684,0.008099258
qb_6250--52/52_439893.txt#0_0,0,0.002028464,0.043110618,0.093451693
qb_6250--52/52_439893.txt#0_0,0.5,0.003219645,0.054702513,0.118513945
qb_6250--52/52_439893.txt#0_0,1,0.000802796,0.023176438,0.055487583
qb_6250--52/52_439893.txt#0_0,2,0.001809729,0.034204289,0.082522921
qb_637--10/10_282457.txt#0_0,0,0.031348026,0.16586814,0.365350751
qb_637--10/10_282457.txt#0_0,0.5,0.025150067,0.150017091,0.328583882
qb_637--10/10_282457.txt#0_0,1,0.029776062,0.161913561,0.356408577
qb_637--10/10_282457.txt#0_0,2,0.027792911,0.159507218,0.347323231
qb_6543--195/195_826037.txt#0_0,0,0.000557949,0.021855379,0.048828084
qb_6543--195/195_826037.txt#0_0,0.5,4.94E-05,0.004848503,0.012270062
qb_6543--195/195_826037.txt#0_0,1,0.000280831,0.017583019,0.036556934
qb_6543--195/195_826037.txt#0_0,2,0.000363545,0.012629981,0.033457739
qb_6583--36/36_449032.txt#0_2,0,0.004807501,0.067110679,0.145670052
qb_6583--36/36_449032.txt#0_2,0.5,0.002481739,0.044256957,0.101080994
qb_6583--36/36_449032.txt#0_2,1,0.003469717,0.049058476,0.116248389
qb_6583--36/36_449032.txt#0_2,2,0.00357803,0.05107184,0.118928342
qb_7146--4/4_464898.txt#0_0,0,0.000148128,0.007683686,0.018978717
qb_7146--4/4_464898.txt#0_0,0.5,7.46E-05,0.010973424,0.020101361
qb_7146--4/4_464898.txt#0_0,1,1.87E-05,0.010732128,0.013847363
qb_7146--4/4_464898.txt#0_0,2,1.16E-05,0.012900548,0.015340765
qb_7238--11/11_75755.txt#0_0,0,0.000175367,0.023065114,0.035326597
qb_7238--11/11_75755.txt#0_0,0.5,7.80E-05,0.017181947,0.024087085
qb_7238--11/11_75755.txt#0_0,1,2.53E-06,0.001102994,0.002672341
qb_7238--11/11_75755.txt#0_0,2,5.44E-06,0.002134762,0.003971642
qb_7241--59/59_280648.txt#0_2,0,0.000649652,0.021347887,0.023745196
qb_7241--59/59_280648.txt#0_2,0.5,0.001724592,0.042905231,0.090042851
qb_7241--59/59_280648.txt#0_2,1,0.001388611,0.022704408,0.060752506
qb_7241--59/59_280648.txt#0_2,2,0.000469269,0.013508621,0.034489307
qb_7632--22/22_167620.txt#0_1,0,0.00215341,0.033076838,0.086332587
qb_7632--22/22_167620.txt#0_1,0.5,0.002568411,0.03767218,0.095870398
qb_7632--22/22_167620.txt#0_1,1,0.001292496,0.023236387,0.06474873
qb_7632--22/22_167620.txt#0_1,2,0.00191479,0.031101483,0.080569876
qb_7817--34/34_114217.txt#0_0,0,0.047596094,0.260868011,0.499052259
qb_7817--34/34_114217.txt#0_0,0.5,0.035494244,0.177367399,0.38837284
qb_7817--34/34_114217.txt#0_0,1,0.028141255,0.191422203,0.377403579
qb_7817--34/34_114217.txt#0_0,2,0.032707787,0.196829805,0.397199001
qb_7858--119/119_484438.txt#0_2,0,0.014878126,0.11989791,0.257347549
qb_7858--119/119_484438.txt#0_2,0.5,0.014083385,0.108763782,0.241975885
qb_7858--119/119_484438.txt#0_2,1,0.012892244,0.114045663,0.241537197
qb_7858--119/119_484438.txt#0_2,2,0.012156697,0.110458459,0.233885607
qb_804--33/33_287054.txt#0_0,0,0.019794245,0.127444218,0.286469864
qb_804--33/33_287054.txt#0_0,0.5,0.023736118,0.152517873,0.3254837
qb_804--33/33_287054.txt#0_0,1,0.017646459,0.125348268,0.274719394
qb_804--33/33_287054.txt#0_0,2,0.023981654,0.146926129,0.321408372
qb_8140--128/128_491508.txt#0_1,0,0.004297339,0.050740233,0.125227798
qb_8140--128/128_491508.txt#0_1,0.5,0.004645962,0.047704983,0.126081822
qb_8140--128/128_491508.txt#0_1,1,0.004875842,0.049395808,0.129437115
qb_8140--128/128_491508.txt#0_1,2,0.003058484,0.041762472,0.105255192
qb_8177--179/179_12992.txt#0_1,0,0.004874907,0.062022928,0.141269215
qb_8177--179/179_12992.txt#0_1,0.5,0.004197764,0.061392908,0.13444231
qb_8177--179/179_12992.txt#0_1,1,0.004187411,0.056732401,0.129838402
qb_8177--179/179_12992.txt#0_1,2,0.004419952,0.056960844,0.132520939
qb_8182--60/60_558286.txt#0_0,0,2.89E-34,4.19E-16,4.39E-16
qb_8182--60/60_558286.txt#0_0,0.5,9.35E-34,4.05E-16,4.36E-16
qb_8182--60/60_558286.txt#0_0,1,2.75E-35,4.20E-16,4.24E-16
qb_8182--60/60_558286.txt#0_0,2,1.84E-34,4.01E-16,4.13E-16
qb_84--151/151_266387.txt#0_0,0,0.000455636,0.015692979,0.040298004
qb_84--151/151_266387.txt#0_0,0.5,0.000356175,0.019509779,0.040753363
qb_84--151/151_266387.txt#0_0,1,0.000362898,0.013004414,0.026899403
qb_84--151/151_266387.txt#0_0,2,0.000253232,0.013659388,0.031947694
qb_8836--4/4_176289.txt#0_1,0,0.00026834,0.018786922,0.037286517
qb_8836--4/4_176289.txt#0_1,0.5,8.44E-05,0.005693019,0.014470464
qb_8836--4/4_176289.txt#0_1,1,0.000210798,0.011141734,0.027651901
qb_8836--4/4_176289.txt#0_1,2,0.000663142,0.02256089,0.051827013
qb_8861--190/190_510847.txt#0_1,0,3.65E-34,3.69E-16,3.83E-16
qb_8861--190/190_510847.txt#0_1,0.5,3.38E-34,3.83E-16,4.01E-16
qb_8861--190/190_510847.txt#0_1,1,4.39E-34,3.92E-16,4.15E-16
qb_8861--190/190_510847.txt#0_1,2,3.99E-35,4.00E-16,4.05E-16
qb_8937--45/45_513006.txt#0_0,0,0.000203132,0.009228831,0.021604507
qb_8937--45/45_513006.txt#0_0,0.5,0.000291596,0.014439925,0.033971462
qb_8937--45/45_513006.txt#0_0,1,0.000759961,0.026740895,0.05815826
qb_8937--45/45_513006.txt#0_0,2,0.000393268,0.014588989,0.03728621
qb_8955--114/114_513485.txt#0_0,0,0.018807281,0.118677287,0.273911667
qb_8955--114/114_513485.txt#0_0,0.5,0.013958889,0.101079199,0.235235476
qb_8955--114/114_513485.txt#0_0,1,0.013968963,0.103991366,0.238014559
qb_8955--114/114_513485.txt#0_0,2,0.013795912,0.099199386,0.232493045
qb_9094--181/181_517254.txt#0_2,0,0.000518266,0.022428728,0.048023473
qb_9094--181/181_517254.txt#0_2,0.5,0.000668428,0.024724062,0.053945622
qb_9094--181/181_517254.txt#0_2,1,0.000445425,0.019029541,0.043112572
qb_9094--181/181_517254.txt#0_2,2,0.000452815,0.019002145,0.042967598
qb_9469--195/195_527460.txt#0_2,0,0.011352808,0.100897972,0.221037744
qb_9469--195/195_527460.txt#0_2,0.5,0.011668904,0.10314867,0.225226201
qb_9469--195/195_527460.txt#0_2,1,0.010913264,0.103223503,0.221144667
qb_9469--195/195_527460.txt#0_2,2,0.008339074,0.084436316,0.187501018
qb_9568--153/153_530377.txt#0_1,0,0.012843879,0.109323046,0.237349772
qb_9568--153/153_530377.txt#0_1,0.5,0.017016464,0.114435179,0.26225004
qb_9568--153/153_530377.txt#0_1,1,0.019001073,0.136230774,0.291663727
qb_9568--153/153_530377.txt#0_1,2,0.015319539,0.101156707,0.241847062
qb_9573--143/143_499089.txt#0_0,0,0.000262165,0.011449029,0.021717423
qb_9573--143/143_499089.txt#0_0,0.5,0.000239648,0.01090033,0.028644731
qb_9573--143/143_499089.txt#0_0,1,0.000356915,0.013558687,0.035175637
qb_9573--143/143_499089.txt#0_0,2,0.000240974,0.009489887,0.027405227
qb_9604--71/71_4119.txt#0_2,0,7.60E-07,0.004396613,0.005135156
qb_9604--71/71_4119.txt#0_2,0.5,4.34E-06,0.004311617,0.006563121
qb_9604--71/71_4119.txt#0_2,1,2.58E-05,0.006837583,0.012090068
qb_9604--71/71_4119.txt#0_2,2,2.15E-06,0.004074931,0.005762275
qb_9685--66/66_533419.txt#0_1,0,0.009568878,0.086304921,0.196769594
qb_9685--66/66_533419.txt#0_1,0.5,0.007051799,0.084762516,0.180197566
qb_9685--66/66_533419.txt#0_1,1,0.010057412,0.071439665,0.181490395
qb_9685--66/66_533419.txt#0_1,2,0.009121944,0.092150371,0.200827944
qf_1103--13/13_2468995.txt#0_2,0,0.002219436,0.027996519,0.08239501
qf_1103--13/13_2468995.txt#0_2,0.5,0.002365254,0.032858204,0.089003399
qf_1103--13/13_2468995.txt#0_2,1,0.001787128,0.028490686,0.077032772
qf_1103--13/13_2468995.txt#0_2,2,0.003677201,0.051610059,0.120975714
qf_1386--60/60_3214498.txt#0_0,0,0.008241935,0.081665869,0.184384237
qf_1386--60/60_3214498.txt#0_0,0.5,0.009596242,0.092816672,0.203422603
qf_1386--60/60_3214498.txt#0_0,1,0.009986719,0.093166504,0.205963257
qf_1386--60/60_3214498.txt#0_0,2,0.009499504,0.091397934,0.201281925
qf_1492--14/14_2475412.txt#0_0,0,0.001099122,0.028014252,0.066083764
qf_1492--14/14_2475412.txt#0_0,0.5,0.000380101,0.01299131,0.034474292
qf_1492--14/14_2475412.txt#0_0,1,0.001061058,0.030003908,0.067151358
qf_1492--14/14_2475412.txt#0_0,2,0.001265886,0.021106354,0.05982187
qf_1723--128/128_76305.txt#0_1,0,0.000397456,0.01278431,0.035572873
qf_1723--128/128_76305.txt#0_1,0.5,3.00E-05,0.007254398,0.012490778
qf_1723--128/128_76305.txt#0_1,1,0.000305919,0.018762727,0.038738947
qf_1723--128/128_76305.txt#0_1,2,0.000805262,0.031250213,0.0630969
qf_1776--73/73_1938527.txt#0_2,0,0.008647641,0.086835893,0.192011877
qf_1776--73/73_1938527.txt#0_2,0.5,0.012179173,0.092448554,0.217851619
qf_1776--73/73_1938527.txt#0_2,1,0.009893252,0.086669231,0.199237216
qf_1776--73/73_1938527.txt#0_2,2,0.009617375,0.091198467,0.201716164
qf_2195--13/13_325145.txt#0_2,0,0.023692173,0.139033412,0.312939084
qf_2195--13/13_325145.txt#0_2,0.5,0.021768378,0.139429209,0.305699593
qf_2195--13/13_325145.txt#0_2,1,0.028650252,0.152952587,0.344809563
qf_2195--13/13_325145.txt#0_2,2,0.022964384,0.141231112,0.312258083
qf_220--100/100_733704.txt#0_0,0,0.014587176,0.110256089,0.24695879
qf_220--100/100_733704.txt#0_0,0.5,0.015055289,0.109415969,0.248552572
qf_220--100/100_733704.txt#0_0,1,0.013812975,0.109621559,0.242544225
qf_220--100/100_733704.txt#0_0,2,0.014393876,0.102385772,0.238711176
qf_2575--20/20_3214656.txt#0_0,0,0.001804611,0.032352025,0.080749961
qf_2575--20/20_3214656.txt#0_0,0.5,0.00224508,0.036762576,0.091001546
qf_2575--20/20_3214656.txt#0_0,1,0.001382317,0.035418977,0.07746684
qf_2575--20/20_3214656.txt#0_0,2,0.00132627,0.02344521,0.063274958
qf_3026--170/170_1354094.txt#0_0,0,0.000127972,0.012956711,0.025398651
qf_3026--170/170_1354094.txt#0_0,0.5,9.02E-05,0.01192919,0.020828714
qf_3026--170/170_1354094.txt#0_0,1,0.000274378,0.026090422,0.043428953
qf_3026--170/170_1354094.txt#0_0,2,8.33E-06,0.002092431,0.003850113
qf_3128--50/50_3337.txt#0_0,0,0.00076123,0.021141568,0.052614465
qf_3128--50/50_3337.txt#0_0,0.5,0.000305264,0.016648505,0.036144425
qf_3128--50/50_3337.txt#0_0,1,0.000398612,0.016059266,0.03859992
qf_3128--50/50_3337.txt#0_0,2,0.000649464,0.026848966,0.055469682
qf_3129--69/69_2501904.txt#0_0,0,0.003255853,0.0554398,0.119743808
qf_3129--69/69_2501904.txt#0_0,0.5,0.00313024,0.053896013,0.117087518
qf_3129--69/69_2501904.txt#0_0,1,0.002210256,0.040895848,0.094218466
qf_3129--69/69_2501904.txt#0_0,2,0.003069508,0.054040347,0.116369508
qf_3202--166/166_863009.txt#0_0,0,0.001355847,0.026597824,0.068939388
qf_3202--166/166_863009.txt#0_0,0.5,0.001684616,0.048376246,0.094322829
qf_3202--166/166_863009.txt#0_0,1,0.000778758,0.021083914,0.052447929
qf_3202--166/166_863009.txt#0_0,2,0.001050329,0.032710935,0.06949322
qf_3656--12/12_934124.txt#0_1,0,0.003341346,0.046920372,0.112595835
qf_3656--12/12_934124.txt#0_1,0.5,0.00712396,0.081565472,0.176444556
qf_3656--12/12_934124.txt#0_1,1,0.004052616,0.051492755,0.123679975
qf_3656--12/12_934124.txt#0_1,2,0.00580935,0.077991908,0.16380914
qf_3745--59/59_2512300.txt#0_2,0,0.008498892,0.07430057,0.179042612
qf_3745--59/59_2512300.txt#0_2,0.5,0.010084833,0.090829221,0.204441631
qf_3745--59/59_2512300.txt#0_2,1,0.006801765,0.079645712,0.172645418
qf_3745--59/59_2512300.txt#0_2,2,0.007250459,0.07503104,0.171960302
qf_478--194/194_393733.txt#0_1,0,5.30E-35,2.02E-16,2.10E-16
qf_478--194/194_393733.txt#0_1,0.5,4.40E-34,1.81E-16,2.04E-16
qf_478--194/194_393733.txt#0_1,1,6.86E-34,1.75E-16,2.02E-16
qf_478--194/194_393733.txt#0_1,2,1.89E-33,1.81E-16,2.30E-16
qf_530--164/164_2459775.txt#0_0,0,1.28E-33,2.25E-16,2.64E-16
qf_530--164/164_2459775.txt#0_0,0.5,9.08E-34,2.02E-16,2.36E-16
qf_530--164/164_2459775.txt#0_0,1,2.59E-35,2.08E-16,2.13E-16
qf_530--164/164_2459775.txt#0_0,2,6.82E-34,2.35E-16,2.61E-16
qg_1091--8/8_3215147.txt#0_2,0,0.001557836,0.032868704,0.078053157
qg_1091--8/8_3215147.txt#0_2,0.5,0.000523667,0.018536459,0.044830351
qg_1091--8/8_3215147.txt#0_2,1,0.000415192,0.012473234,0.03309381
qg_1091--8/8_3215147.txt#0_2,2,0.000591991,0.016822735,0.04489884
qg_1094--4/4_3215155.txt#0_0,0,0.002091575,0.040903104,0.092622538
qg_1094--4/4_3215155.txt#0_0,0.5,0.001935085,0.031883306,0.08204447
qg_1094--4/4_3215155.txt#0_0,1,0.000797459,0.019392701,0.051245459
qg_1094--4/4_3215155.txt#0_0,2,0.00223124,0.045445085,0.098916927
qg_1429--123/123_375481.txt#0_2,0,7.97E-34,1.69E-16,2.00E-16
qg_1429--123/123_375481.txt#0_2,0.5,8.63E-36,1.63E-16,1.65E-16
qg_1429--123/123_375481.txt#0_2,1,7.81E-36,1.60E-16,1.62E-16
qg_1429--123/123_375481.txt#0_2,2,5.34E-34,1.60E-16,1.79E-16
qg_1795--111/111_375646.txt#0_1,0,2.49E-33,4.45E-16,4.79E-16
qg_1795--111/111_375646.txt#0_1,0.5,1.09E-33,4.43E-16,4.81E-16
qg_1795--111/111_375646.txt#0_1,1,1.75E-33,4.51E-16,4.96E-16
qg_1795--111/111_375646.txt#0_1,2,1.38E-33,4.51E-16,4.93E-16
qg_2063--191/191_3215408.txt#0_0,0,9.49E-05,0.005936144,0.017001981
qg_2063--191/191_3215408.txt#0_0,0.5,0.000147627,0.007857862,0.021884573
qg_2063--191/191_3215408.txt#0_0,1,0.000146158,0.010623541,0.024470823
qg_2063--191/191_3215408.txt#0_0,2,8.09E-05,0.005884702,0.013332248
qg_2077--57/57_1351839.txt#0_1,0,4.22E-34,8.25E-17,9.55E-17
qg_2077--57/57_1351839.txt#0_1,0.5,1.75E-34,6.59E-17,8.10E-17
qg_2077--57/57_1351839.txt#0_1,1,5.30E-34,6.37E-17,8.44E-17
qg_2077--57/57_1351839.txt#0_1,2,3.58E-34,5.48E-17,7.66E-17
qg_2116--1/1_3114498.txt#0_0,0,0.021951159,0.13791763,0.305775061
qg_2116--1/1_3114498.txt#0_0,0.5,0.019225129,0.129228262,0.285870093
qg_2116--1/1_3114498.txt#0_0,1,0.024139566,0.146665589,0.321891671
qg_2116--1/1_3114498.txt#0_0,2,0.023208064,0.136725454,0.308777463
qg_2413--135/135_2861641.txt#0_1,0,7.97E-05,0.007623715,0.011753502
qg_2413--135/135_2861641.txt#0_1,0.5,6.94E-05,0.007469734,0.012819207
qg_2413--135/135_2861641.txt#0_1,1,9.79E-05,0.008819305,0.013557079
qg_2413--135/135_2861641.txt#0_1,2,9.31E-05,0.008274552,0.012664462
qg_248--100/100_282206.txt#0_1,0,1.78E-34,2.52E-17,3.89E-17
qg_248--100/100_282206.txt#0_1,0.5,7.69E-34,4.77E-17,7.88E-17
qg_248--100/100_282206.txt#0_1,1,9.58E-34,3.07E-17,4.22E-17
qg_248--100/100_282206.txt#0_1,2,1.07E-33,5.77E-17,7.77E-17
qg_2653--98/98_2558281.txt#0_2,0,5.55E-05,0.00874542,0.016863296
qg_2653--98/98_2558281.txt#0_2,0.5,3.92E-05,0.004915962,0.011863673
qg_2653--98/98_2558281.txt#0_2,1,1.10E-05,0.003788612,0.007482208
qg_2653--98/98_2558281.txt#0_2,2,5.54E-05,0.007921445,0.016240516
qg_2790--167/167_3215631.txt#0_0,0,5.78E-34,1.97E-16,2.22E-16
qg_2790--167/167_3215631.txt#0_0,0.5,6.45E-35,1.82E-16,1.88E-16
qg_2790--167/167_3215631.txt#0_0,1,2.28E-34,2.04E-16,2.21E-16
qg_2790--167/167_3215631.txt#0_0,2,1.88E-34,1.90E-16,2.05E-16
qg_2887--Lacrosse.txt#0_0,0,0.000193467,0.014185709,0.029485542
qg_2887--Lacrosse.txt#0_0,0.5,0.000360584,0.018885226,0.040272804
qg_2887--Lacrosse.txt#0_0,1,0.00044252,0.019547187,0.043516529
qg_2887--Lacrosse.txt#0_0,2,0.000431009,0.015450392,0.038831134
qg_2992--93/93_3215677.txt#0_1,0,5.82E-06,0.004479672,0.006604072
qg_2992--93/93_3215677.txt#0_1,0.5,0.00045833,0.016377298,0.040663677
qg_2992--93/93_3215677.txt#0_1,1,0.000253455,0.010891866,0.022465166
qg_2992--93/93_3215677.txt#0_1,2,6.14E-05,0.00507256,0.011825091
qg_3086--66/66_999434.txt#0_1,0,0.001722121,0.039934268,0.086658708
qg_3086--66/66_999434.txt#0_1,0.5,0.000728405,0.022086337,0.052867335
qg_3086--66/66_999434.txt#0_1,1,0.001039463,0.030505356,0.066990745
qg_3086--66/66_999434.txt#0_1,2,0.001414803,0.033158465,0.075615215
qg_3088--142/142_2565750.txt#0_1,0,0.002247208,0.049907967,0.103694709
qg_3088--142/142_2565750.txt#0_1,0.5,0.001502411,0.03664456,0.080749653
qg_3088--142/142_2565750.txt#0_1,1,0.00030248,0.010547848,0.028430847
qg_3088--142/142_2565750.txt#0_1,2,0.000231194,0.011022823,0.018883939
qg_3182--3/3_2567423.txt#0_0,0,0.018096323,0.128655776,0.280720875
qg_3182--3/3_2567423.txt#0_0,0.5,0.021760163,0.141387295,0.3075807
qg_3182--3/3_2567423.txt#0_0,1,0.020740911,0.144332995,0.305496033
qg_3182--3/3_2567423.txt#0_0,2,0.019714737,0.143653949,0.300940041
qg_3271--66/66_2533261.txt#0_0,0,0.000708614,0.022242421,0.052406354
qg_3271--66/66_2533261.txt#0_0,0.5,0.000283425,0.016204129,0.034729648
qg_3271--66/66_2533261.txt#0_0,1,0.000383171,0.01245929,0.035042632
qg_3271--66/66_2533261.txt#0_0,2,0.000163968,0.009773955,0.022795513
qg_4076--107/107_3215880.txt#0_2,0,3.55E-05,0.003860236,0.010480792
qg_4076--107/107_3215880.txt#0_2,0.5,0.000107934,0.010508624,0.022338162
qg_4076--107/107_3215880.txt#0_2,1,9.80E-05,0.007310253,0.01859619
qg_4076--107/107_3215880.txt#0_2,2,0.000117143,0.011465174,0.023552189
qw_10270--138/138_49533.txt#0_0,0,0.000458357,0.015055673,0.039028322
qw_10270--138/138_49533.txt#0_0,0.5,0.000817834,0.029099366,0.061555997
qw_10270--138/138_49533.txt#0_0,1,0.000911479,0.026027349,0.060648293
qw_10270--138/138_49533.txt#0_0,2,0.000373663,0.012200177,0.030360351
qw_11125--81/81_1257240.txt#0_1,0,0.000589783,0.042235812,0.066218087
qw_11125--81/81_1257240.txt#0_1,0.5,0.001964899,0.056826152,0.104128647
qw_11125--81/81_1257240.txt#0_1,1,0.00015131,0.017176297,0.029785144
qw_11125--81/81_1257240.txt#0_1,2,0.001096503,0.04882161,0.084232539
qw_11437--137/137_654439.txt#0_0,0,0.007881274,0.077334181,0.177707473
qw_11437--137/137_654439.txt#0_0,0.5,0.008684723,0.079612484,0.185229703
qw_11437--137/137_654439.txt#0_0,1,0.00724329,0.083127678,0.178599552
qw_11437--137/137_654439.txt#0_0,2,0.010685637,0.108632494,0.224011161
qw_11443--84/84_2975478.txt#0_0,0,1.97E-06,0.00136063,0.002714676
qw_11443--84/84_2975478.txt#0_0,0.5,2.14E-05,0.004091635,0.009259451
qw_11443--84/84_2975478.txt#0_0,1,4.03E-06,0.0022407,0.00413918
qw_11443--84/84_2975478.txt#0_0,2,1.89E-05,0.005927792,0.010266762
qw_1155--186/186_1072791.txt#0_0,0,6.69E-05,0.006544049,0.015898654
qw_1155--186/186_1072791.txt#0_0,0.5,6.10E-05,0.006152247,0.015076369
qw_1155--186/186_1072791.txt#0_0,1,8.65E-05,0.007609155,0.018228368
qw_1155--186/186_1072791.txt#0_0,2,5.88E-05,0.006656466,0.015374878
qw_11850--49/49_1269426.txt#0_0,0,0.000313727,0.011148488,0.031144547
qw_11850--49/49_1269426.txt#0_0,0.5,7.71E-05,0.006101026,0.011689171
qw_11850--49/49_1269426.txt#0_0,1,0.000436155,0.018355888,0.042052246
qw_11850--49/49_1269426.txt#0_0,2,0.000186522,0.014087231,0.029677541
qw_11886--United_Nations_peacekeeping.txt#0_0,0,1.79E-05,0.003600591,0.008101081
qw_11886--United_Nations_peacekeeping.txt#0_0,0.5,5.90E-05,0.00701527,0.01573442
qw_11886--United_Nations_peacekeeping.txt#0_0,1,7.84E-05,0.008290245,0.018484205
qw_11886--United_Nations_peacekeeping.txt#0_0,2,7.63E-05,0.009706383,0.019423799
qw_12027--75/75_2714729.txt#0_0,0,7.48E-05,0.006947269,0.009122027
qw_12027--75/75_2714729.txt#0_0,0.5,0.000232066,0.009783025,0.024177517
qw_12027--75/75_2714729.txt#0_0,1,0.001191274,0.027093692,0.066554906
qw_12027--75/75_2714729.txt#0_0,2,0.000392148,0.012915125,0.035178959
qw_1239--16/16_1074565.txt#0_2,0,0.000259385,0.016284711,0.034356883
qw_1239--16/16_1074565.txt#0_2,0.5,0.000117962,0.010219115,0.022399492
qw_1239--16/16_1074565.txt#0_2,1,0.000156746,0.013313387,0.027262005
qw_1239--16/16_1074565.txt#0_2,2,0.000114037,0.010779583,0.022692483
qw_1265--47/47_2693885.txt#0_1,0,0.005998526,0.074720308,0.162334925
qw_1265--47/47_2693885.txt#0_1,0.5,0.003797465,0.050732802,0.121045532
qw_1265--47/47_2693885.txt#0_1,1,0.002554603,0.041355944,0.098886241
qw_1265--47/47_2693885.txt#0_1,2,0.003192362,0.043321641,0.107590984
qw_12653--136/136_1283549.txt#0_1,0,0.000532751,0.01933014,0.045668592
qw_12653--136/136_1283549.txt#0_1,0.5,0.000485718,0.019483113,0.044573051
qw_12653--136/136_1283549.txt#0_1,1,0.00161958,0.03916692,0.084835195
qw_12653--136/136_1283549.txt#0_1,2,0.000988927,0.027293944,0.062985922
qw_13284--106/106_96340.txt#0_1,0,0.000494012,0.014746104,0.038938318
qw_13284--106/106_96340.txt#0_1,0.5,0.000151101,0.009611669,0.01363165
qw_13284--106/106_96340.txt#0_1,1,0.000386223,0.018327592,0.041013559
qw_13284--106/106_96340.txt#0_1,2,0.00137126,0.034948944,0.076766774
qw_15440--126/126_2983047.txt#0_0,0,0.010453785,0.091402156,0.207416458
qw_15440--126/126_2983047.txt#0_0,0.5,0.010487392,0.092609606,0.2087574
qw_15440--126/126_2983047.txt#0_0,1,0.010423713,0.0887977,0.205472309
qw_15440--126/126_2983047.txt#0_0,2,0.017930269,0.112249374,0.264490715
qw_15940--120/120_2983777.txt#0_0,0,0.024909219,0.138761318,0.317508511
qw_15940--120/120_2983777.txt#0_0,0.5,0.034200722,0.15819398,0.367810549
qw_15940--120/120_2983777.txt#0_0,1,0.029819045,0.162047457,0.357215422
qw_15940--120/120_2983777.txt#0_0,2,0.024465902,0.138600365,0.315379298
qw_15997--140/140_2983879.txt#0_1,0,0.011665298,0.091073403,0.213618663
qw_15997--140/140_2983879.txt#0_1,0.5,0.012313283,0.093216903,0.219568491
qw_15997--140/140_2983879.txt#0_1,1,0.010349471,0.086681582,0.20205891
qw_15997--140/140_2983879.txt#0_1,2,0.013158888,0.098222785,0.22855044
qw_16611--39/39_1072174.txt#0_0,0,0.002939609,0.042898851,0.104855515
qw_16611--39/39_1072174.txt#0_0,0.5,0.003219328,0.045826539,0.110666971
qw_16611--39/39_1072174.txt#0_0,1,0.003055613,0.040373177,0.103742234
qw_16611--39/39_1072174.txt#0_0,2,0.003516437,0.050879349,0.118449938
qw_16785--192/192_1349169.txt#0_1,0,0.008047146,0.076825577,0.178786142
qw_16785--192/192_1349169.txt#0_1,0.5,0.008084848,0.063332813,0.166421124
qw_16785--192/192_1349169.txt#0_1,1,0.006849728,0.072162992,0.165917962
qw_16785--192/192_1349169.txt#0_1,2,0.006272808,0.070851637,0.160581799
qw_1719--97/97_1084406.txt#0_1,0,0.001203761,0.024917191,0.064451973
qw_1719--97/97_1084406.txt#0_1,0.5,0.002189153,0.040263864,0.093481546
qw_1719--97/97_1084406.txt#0_1,1,0.001779822,0.04046374,0.088058708
qw_1719--97/97_1084406.txt#0_1,2,0.001985572,0.036159693,0.087038654
qw_1849--186/186_2958618.txt#0_0,0,6.89E-34,2.09E-16,2.33E-16
qw_1849--186/186_2958618.txt#0_0,0.5,6.67E-34,2.12E-16,2.40E-16
